text,img_path,label
clean tuna can,clean_tuna_can_1063.png,Blue
plastic bottle,plastic bottle_160.png,Blue
aw paper cup,aw_paper_cup_12.png,Blue
salt container,salt_container_4741.png,Blue
lemon tea drink carton,lemon_tea_drink_carton_3266.png,Blue
food paper bag,food_paper_bag_2147.png,Blue
bread plastic bag,bread_plastic_bag_376.png,Blue
empty cardboard tea box,empty_cardboard_tea_box_1554.png,Blue
metal water bottle,Metal_water_bottle_3528.png,Blue
clean glass jar of olives,clean_glass_jar_of_olives_807.png,Blue
coconut water carton,coconut_water_carton_1109.png,Blue
empty wash fluid container,empty_wash_fluid_container_1800.png,Blue
plastic container,plastic container_32.png,Blue
plastic yogurt bottle,plastic_yogurt_bottle_4586.png,Blue
clean yogurt container,clean_yogurt_container_1066.png,Blue
plastic container,plastic container_26.png,Blue
piece of string,piece_of_string_4197.png,Blue
bubble plastic wrap,bubble_plastic_wrap_392.png,Blue
glass bottle,glass bottle_91.png,Blue
disinfectant wipes container,disinfectant_wipes_container_1388.png,Blue
grocery store flyer,grocery_store_flyer_2572.png,Blue
glass bottle,glass_bottle_2340.png,Blue
plastic cake box,plastic_cake_box_4404.png,Blue
glass bottle,glass_bottle_2354.png,Blue
plastic ketchup bottle,Plastic_Ketchup_Bottle_4492.png,Blue
propolis pills,propolis_pills_4642.png,Blue
grocery store flyer,grocery_store_flyer_2566.png,Blue
big metal lid,big_metal_lid_290.png,Blue
beverage glass,beverage_glass_273.png,Blue
plastic bread bag,plastic_bread_bag_4264.png,Blue
sheet of paper,sheet_of_paper_4822.png,Blue
pop tart box,pop_tart_box_4620.png,Blue
crumpled grocery bag,crumpled_grocery_bag_1237.png,Blue
drink can,drink_can_1425.png,Blue
beer bottle,beer_bottle_187.png,Blue
ice tea metal can,ice_tea_metal_can_2663.png,Blue
yogurt plastic bottle,yogurt plastic bottle.png,Blue
food metal can,food_metal_can_2096.png,Blue
cardboard egg carton,cardboard_egg_carton_537.png,Blue
plastic coffee cup,Plastic_Coffee_Cup_4418.png,Blue
mouthwash container,mouthwash_container_3616.png,Blue
smashed food paper bag,smashed_food_paper_bag_4879.png,Blue
plastic bottle of vitamins,plastic_bottle_of_vitamins_4244.png,Blue
beer bottle,beer_bottle_178.png,Blue
coffee mix plastic container,coffee_mix_plastic_container_1128.png,Blue
plastic shopping bag,plastic_shopping_bag_4323.png,Blue
cornflakes box,cornflakes_box_1207.png,Blue
beer bottle,beer_bottle_150.png,Blue
red bull metal can,red_bull_metal_can_4686.png,Blue
plastic cleanser container,plastic_cleanser_container_4415.png,Blue
metal can,metal_can_3437.png,Blue
gift box,gift_box_2219.png,Blue
food metal can,food_metal_can_2121.png,Blue
stretchy plastic bag,stretchy_plastic_bag_4995.png,Blue
crumpled piece of paper,crumpled_piece_of_paper_1246.png,Blue
beverage glass bottle,beverage_glass_bottle_258.png,Blue
glass bottle,glass_bottle_2234.png,Blue
paper bag,paper bag_162.png,Blue
plastic food wrapper,Plastic_Food_Wrapper_4472.png,Blue
food metal can,food_metal_can_2135.png,Blue
baby formula container,baby_formula_container__100.png,Blue
butter cookie metal can,butter cookie metal can.png,Blue
clean napkins,clean_napkins_830.png,Blue
empty toilet paper roll,empty_toilet_paper_roll_1491.png,Blue
paper catalog,paper_catalog_3764.png,Blue
tequila glass bottle,tequila_glass_bottle_5041.png,Blue
empty toilet paper roll,empty_toilet_paper_roll_1485.png,Blue
paper catalog,paper_catalog_3770.png,Blue
dish washing liquid plastic bottle,dish_washing_liquid_plastic_bottle_1381.png,Blue
pills bottle,pills_bottle_4199.png,Blue
empty milk plastic bottle,empty_milk_plastic_bottle_1660.png,Blue
plastic bottle,plastic_bottle.png,Blue
glass olive jar,glass_olive_jar_2488.png,Blue
flyer,flyer_2010.png,Blue
fish feed bottle,fish_feed_bottle_1896.png,Blue
water big bottle,water_big_bottle_5249.png,Blue
carboard card box,carboard_card_box_454.png,Blue
cereal package,cereal_package_713.png,Blue
sauce metal can,sauce_metal_can_4754.png,Blue
cardboard,cardboard_425454.png,Blue
flyer,flyer_2004.png,Blue
sticky note,sticky_note_4962.png,Blue
empty milk bottle,empty_milk_bottle_1651.png,Blue
aw fries wrapper,AW_fries_wrapper_14.png,Blue
empty bubble tea cup with straw,empty_bubble_tea_cup_with_straw_1533.png,Blue
box of ice creams,box_of_ice_creams_363.png,Blue
pop can,pop_can_4599.png,Blue
plastic bottle,plastic bottle_64.png,Blue
plastic bottle,plastic_bottle_4256.png,Blue
empty box for phone,empty_box_for_phone_1530.png,Blue
empty mogu bottle,empty_mogu_bottle_1662.png,Blue
plastic bottle of water,plastic_bottle_of_water_4246.png,Blue
empty package bag,empty_package_bag_1673.png,Blue
soda bottle plastic,soda_bottle_plastic_4893.png,Blue
newspaper,newspaper_3642.png,Blue
paper envelope,paper_envelope__3999.png,Blue
coffee cup with lid,Coffee_Cup_With_Lid__1147.png,Blue
sticky notes,sticky_notes_4965.png,Blue
letter envelope,letter_envelope_3286.png,Blue
metal container,metal_container_3518.png,Blue
flyer,flyer_1928.png,Blue
coffee cup sleeve,coffee_cup_sleeve_1143.png,Blue
paper cup,paper cup_13.png,Blue
letter envelope,letter_envelope_3292.png,Blue
coffee cup with lid,coffee_cup_with_lid__1153.png,Blue
clean plastic lemonade bottle,clean_plastic_lemonade_bottle_914.png,Blue
vodka bottle,vodka_bottle_5227.png,Blue
letter envelope,letter_envelope_3279.png,Blue
soup tin can,soup_tin_can_4932.png,Blue
piece of paper,piece_of_paper_4160.png,Blue
foil food wrapper,foil_food_wrapper_2033.png,Blue
piece of paper,piece_of_paper_4174.png,Blue
foil food wrapper,foil_food_wrapper_2027.png,Blue
plastic water bottle,plastic_water_bottle_4337.png,Blue
bottom of glass bottle,bottom_of_glass_bottle_346.png,Blue
carlsberg beer bottle,carlsberg_beer_bottle_686.png,Blue
round wine glass bottle,round_wine_glass_bottle_4728.png,Blue
plastic and cardboard container,plastic and cardboard container.png,Blue
empty egg carton,empty_egg_carton_1595.png,Blue
reciept paper,reciept_paper_4678.png,Blue
dirty container face wash,dirty_container_face_wash_1333.png,Blue
face cream container,face_cream_container_1875.png,Blue
clean empty tomato paste can,clean_empty_tomato_paste_can_997.png,Blue
empty water bottle,empty_water_bottle_1805.png,Blue
metal can maple sryup,metal_can_maple_sryup_3512.png,Blue
paper magazine,paper_magazine_3854.png,Blue
crumped flyer,crumped_flyer_1231.png,Blue
metal can,metal can_35.png,Blue
empty water bottle,empty_water_bottle_1804.png,Blue
cardboard cookie packet,cardboard_cookie_packet_523.png,Blue
empty egg carton,empty_egg_carton_1594.png,Blue
broken bag clip,broken_bag_clip_381.png,Blue
piece of paper,piece_of_paper_4175.png,Blue
cardboard,cardboard_59.png,Blue
paperboard envelope,paperboard_envelope_3908.png,Blue
sheet of paper from a notebook,sheet_of_paper_from_a_notebook_4794.png,Blue
empty beverage glass bottle,empty_beverage_glass_bottle_1519.png,Blue
vodka bottle,vodka_bottle_5226.png,Blue
foil food wrapper,foil_food_wrapper_2032.png,Blue
toothpaste cardboard packaging,toothpaste_cardboard_packaging_5120.png,Blue
piece of paper,piece_of_paper_4161.png,Blue
coffee cup with lid,coffee_cup_with_lid_1150.png,Blue
cardboard,cardboard_139.png,Blue
stretchy plastic carrot bag,stretchy_plastic_carrot_bag_4999.png,Blue
empty aluminum drink can,empty_aluminum_drink_can_1508.png,Blue
letter envelope,letter_envelope_3293.png,Blue
flyer,flyer_1929.png,Blue
coffee cup with lid,coffee_cup_with_lid__1152.png,Blue
paper book,paper_book_3956.png,Blue
brown paper envelope,brown_paper_envelope_390.png,Blue
sticky notes,sticky_notes_4964.png,Blue
plastic shipping bag,plastic_shipping_bag_4542.png,Blue
empty toilet roll,empty_toilet_roll_1786.png,Blue
letter envelope,letter_envelope_3287.png,Blue
paper container clean,paper_container_clean_3980.png,Blue
newspaper,newspaper_3643.png,Blue
crumpled brown paper,crumpled_brown_paper_1254.png,Blue
shampoo bottle,shampoo_bottle_4781.png,Blue
empty paper food bag,empty_paper_food_bag_1684.png,Blue
japanese drink bottle,Japanese_drink_bottle_3210.png,Blue
clean plastic sauce container,clean_plastic_sauce_container_931.png,Blue
plastic bottle,plastic_bottle_4257.png,Blue
glue packaging cardboard,glue_packaging_cardboard_2501.png,Blue
plastic bottle,plastic bottle_65.png,Blue
aluminum food tray,aluminum_food_tray_63.png,Blue
clamshell plastic container,clamshell_plastic_container_758.png,Blue
tin container,tin_container_5074.png,Blue
ziploc plastic bag,ziploc_plastic_bag_5355.png,Blue
dirty chicken plastic bag,Dirty_chicken_plastic_bag_1306.png,Blue
metal jar lid,Metal_jar_lid_3520.png,Blue
pop can,pop_can_4598.png,Blue
clear plastic lid,clear_plastic_lid_1076.png,Blue
cardboard microwave box,cardboard_microwave_box_636.png,Blue
metal can,metal_can__3449.png,Blue
empty milk bottle,empty_milk_bottle_1650.png,Blue
flyer,flyer_2005.png,Blue
flyer,flyer_2011.png,Blue
windshield washer fluid container,windshield_washer_fluid_container_5268.png,Blue
plastic bottle,plastic_bottle_6.png,Blue
empty paper towel roll,empty_paper_towel_roll_1477.png,Blue
clean paper food packaging,clean_paper_food_packaging_845.png,Blue
cardboard packaging of cheese sticks,cardboard_packaging_of_cheese_sticks_552.png,Blue
paper catalog,paper_catalog_3771.png,Blue
empty toilet paper roll,empty_toilet_paper_roll_1484.png,Blue
plastic food container lid,plastic_food_container_lid_4286.png,Blue
cannoli cardboard packaging,cannoli_cardboard_packaging_435.png,Blue
cardboard box,cardboard_box_485.png,Blue
magazine page,magazine_page_3344.png,Blue
cardboard box,cardboard_box_491.png,Blue
beverage glass bottle,beverage_glass_bottle_265.png,Blue
paper catalog,paper_catalog_3765.png,Blue
empty toilet paper roll,empty_toilet_paper_roll_1490.png,Blue
empty cardboard box,empty_cardboard_box_1548.png,Blue
paper drink mix packet,paper_drink_mix_packet_3992.png,Blue
empty ketchup plastic bottle,empty_ketchup_plastic_bottle_1634.png,Blue
food metal can,food_metal_can_2134.png,Blue
food cardboard packaging,food_cardboard_packaging_2071.png,Blue
empty tissue box min,empty_tissue_box_min_1777.png,Blue
milk tetra pak bottle,milk_tetra_pak_bottle_3563.png,Blue
stretchy plastic bag,stretchy_plastic_bag_4994.png,Blue
cardboard product label,cardboard_product_label_653.png,Blue
plastic contrainer,plastic_contrainer_4343.png,Blue
beverage glass bottle,beverage_glass_bottle_259.png,Blue
crumpled piece of paper,crumpled_piece_of_paper_1247.png,Blue
beer bottle,beer_bottle_145.png,Blue
metal can,metal_can_3436.png,Blue
plastic mail packaging,plastic_mail_packaging_4300.png,Blue
clean small plastic container,Clean_Small_Plastic_container_950.png,Blue
flyer paper,flyer_paper_2015.png,Blue
ripped paperboard cards box,ripped_paperboard_cards_box_4704.png,Blue
plastic blueberries container,plastic_blueberries_container_4383.png,Blue
metal,metal_3501.png,Blue
plastic shopping bag,plastic_shopping_bag_4322.png,Blue
contact lens packaging,contact_lens_packaging_1185.png,Blue
red bull metal can,red_bull_metal_can_4687.png,Blue
grocery flyer,grocery_flyer_2541.png,Blue
beer bottle,beer_bottle_151.png,Blue
beer bottle,beer_bottle_179.png,Blue
champagne bottle,champagne_bottle_715.png,Blue
ripped pieces of packaging cardboard,ripped_pieces_of_packaging_cardboard_4715.png,Blue
wet coffee cardboard tray,wet_coffee_cardboard_tray_5257.png,Blue
food metal can,food_metal_can_2097.png,Blue
ear phones cardboard packaging,ear_phones_cardboard_packaging_1433.png,Blue
sardine container with greese,sardine_container_with_greese_4750.png,Blue
plastic bottle,plastic_bottle__4255.png,Blue
plastic coffee cup,plastic_coffee_cup_4419.png,Blue
cardboard egg carton,cardboard_egg_carton_536.png,Blue
glass bottle,glass_bottle_2369.png,Blue
mouse wash bottle,mouse_wash_bottle_3614.png,Blue
ice tea metal can,ice_tea_metal_can_2662.png,Blue
crumpled foil wrapper,crumpled_foil_wrapper_1236.png,Blue
white cardboard box,white_cardboard_box_5266.png,Blue
grocery brown bag,grocery_brown_bag_2538.png,Blue
wine green glass bottle,wine_green_glass_bottle_5305.png,Blue
sheet of paper,sheet_of_paper_4823.png,Blue
plastic bread bag,plastic_bread_bag_4265.png,Blue
shipping cardboard box,shipping cardboard box.png,Blue
beer bottle,beer_bottle_192.png,Blue
yellow soap bottle,yellow_soap_bottle_5316.png,Blue
grocery store flyer,grocery_store_flyer_2567.png,Blue
paper parking receipt,paper_parking_receipt_4046.png,Blue
empty candle container,empty_candle_container_1536.png,Blue
beverage glass,beverage_glass_272.png,Blue
ripped piece of paperboard,ripped_piece_of_paperboard_4709.png,Blue
juice cup,Juice_Cup_3238.png,Blue
smart light bulb cardboard box,smart_light_bulb_cardboard_box_4873.png,Blue
bubble wrap,bubble_wrap_402.png,Blue
glass bottle,glass_bottle_2341.png,Blue
grocery story flyer,grocery_story_flyer_2595.png,Blue
drink can,drink_can_1418.png,Blue
aluminium plastic candy wrapper,aluminium_plastic_candy_wrapper_49.png,Blue
grocery store flyer,grocery_store_flyer_2573.png,Blue
glass soda bottle,glass_soda_bottle_2496.png,Blue
bud light beer can,bud_light_beer_can_410.png,Blue
medicine bottle,Medicine_Bottle_3402.png,Blue
glass bottle,glass bottle_90.png,Blue
plastic container,plastic container_27.png,Blue
clean yogurt container,clean_yogurt_container_1067.png,Blue
lotion bottle,lotion_bottle_3338.png,Blue
kraft paper soap packaging,kraft_paper_soap_packaging_3253.png,Blue
plastic pack,plastic_pack_4308.png,Blue
coconut water carton,coconut_water_carton_1108.png,Blue
metal water bottle,metal_water_bottle_3529.png,Blue
empty plastic beverage bottle,empty_plastic_beverage_bottle_1705.png,Blue
clean starbucks cup,clean_starbucks_cup_1057.png,Blue
glass beer bottle,glass_beer_bottle_2458.png,Blue
mountain dew,mountain_dew_3613.png,Blue
clean toilet paper,Clean_Toilet_paper_1062.png,Blue
dirty food plastic container,dirty food plastic container.png,Blue
mouthwash bottle,mouthwash_bottle_3615.png,Blue
clean subway sandwich bag,clean_subway_sandwich_bag_955.png,Blue
noodle pack,noodle_pack_3665.png,Blue
starbucks paper coffee cup,starbucks_paper_coffee_cup_4956.png,Blue
paper,paper.png,Blue
solid plastic lid,solid_plastic_lid_4923.png,Blue
paper straw,paper straw_57.png,Blue
pizzeria flyer,pizzeria_flyer_4220.png,Blue
pop can,pop_can_4605.png,Blue
paper coffee cup,paper_coffee_cup_3971.png,Blue
icecream plastic container,icecream_plastic_container_2670.png,Blue
small cardboard box,small cardboard box.png,Blue
clean plastic lid,clean_plastic_lid_919.png,Blue
cardboard box,cardboard box_68.png,Blue
tomato sauce metal can,tomato_sauce_metal_can_5108.png,Blue
glass jar,glass_jar_2444.png,Blue
keys,keys_3249.png,Blue
paper coffee cup,Paper_Coffee_Cup_3973.png,Blue
empty paper bag,empty_paper_bag_1678.png,Blue
pizzeria flyer,pizzeria_flyer_4222.png,Blue
crumpled sheet of paper,crumpled_sheet_of_paper_1252.png,Blue
plastic milkshake lid,plastic milkshake lid.png,Blue
glass jar,glass_jar_2446.png,Blue
cheese plastic container,cheese_plastic_container_718.png,Blue
empty food metal can,empty_food_metal_can_1467.png,Blue
cardboard box,cardboard box_42.png,Blue
cologne,cologne_1173.png,Blue
yogurt container,yogurt_container_5318.png,Blue
plastic snack container,plastic snack container.png,Blue
empty alchohol sampler bottle,empty_alchohol_sampler_bottle_1505.png,Blue
letter,letter_3319.png,Blue
clean kitchen tissue,clean_kitchen_tissue_1008.png,Blue
clean plastic jar,Clean_plastic_jar_910.png,Blue
a bottle of water,a_bottle_of_water_2.png,Blue
bread plastic bag,bread_plastic_bag_375.png,Blue
plastic antigen container,plastic_antigen_container_4347.png,Blue
big clean plastic lid,big_clean_plastic_lid_286.png,Blue
tomato can,tomato_can_5101.png,Blue
empty and clean metal can,empty_and_clean_metal_can_1461.png,Blue
aluminum can,aluminum_can_72.png,Blue
laptop cardboard box,laptop_cardboard_box_3254.png,Blue
glass bottle,glass_bottle__2242.png,Blue
subway flyer,subway_flyer_5010.png,Blue
peanut butter plastic container,peanut_butter_plastic_container_4106.png,Blue
cardboard snack container,cardboard_snack_container_569.png,Blue
plastic container,plastic container_31.png,Blue
cardboard box,cardboard box_95.png,Blue
juice plastic jug,juice_plastic_jug_3228.png,Blue
big metal lid,big_metal_lid_293.png,Blue
beverage glass,beverage_glass_270.png,Blue
sheet of paper,sheet_of_paper_4809.png,Blue
metal lid,Metal_lid_3499.png,Blue
plastic ketchup bottle,plastic_ketchup_bottle_4491.png,Blue
grocery store flyer,grocery_store_flyer_2565.png,Blue
grocery store flyer,grocery_store_flyer_2571.png,Blue
big metal lid,big_metal_lid_287.png,Blue
white cardboard box,white_cardboard_box_5264.png,Blue
glass coffee container,glass_coffee_container_2374.png,Blue
greasy tin container,greasy_tin_container_2525.png,Blue
grocery store flyer,grocery_store_flyer_2559.png,Blue
beer bottle,beer_bottle_184.png,Blue
ice tea metal can,ice_tea_metal_can_2660.png,Blue
cardboard bread clip,cardboard_bread_clip_613.png,Blue
beer bottle,beer_bottle_190.png,Blue
back of monster energy drink metal can,back_of_monster_energy_drink_metal_can_104.png,Blue
eye drops bottle,eye_drops_bottle_1871.png,Blue
drink can,drink_can_1426.png,Blue
plastic food container,plastic food container_2.png,Blue
sheet of paper,sheet_of_paper_4821.png,Blue
coconut water cardboard box,coconut_water_cardboard_box_1105.png,Blue
lid,lid_3322.png,Blue
stretchy bread plastic bag no bread,Stretchy_bread_plastic_bag_no_bread_4978.png,Blue
bank flyer,bank_flyer_124.png,Blue
soft drink can,soft_drink_can_4908.png,Blue
cardboard egg carton,cardboard_egg_carton_534.png,Blue
used tinfoil,used_tinfoil_5202.png,Blue
clean food paper bag,clean_food_paper_bag_789.png,Blue
cardboard box,cardboard_box_518.png,Blue
glass container,glass container_147.png,Blue
soft drink can,soft_drink_can_4920.png,Blue
glass mug,glass_mug_2487.png,Blue
paper food wrap,paper food wrap.png,Blue
grocery flyer,grocery_flyer_2543.png,Blue
pitcher carton,pitcher_carton_4209.png,Blue
beer bottle,beer_bottle_153.png,Blue
bubble wrap,bubble_wrap_399.png,Blue
cardboard cup,cardboard cup.png,Blue
medicine container,Medicine_Container_3404.png,Blue
aluminum beer can,aluminum_beer_can_71.png,Blue
clean tomato sauce can,clean_tomato_sauce_can_968.png,Blue
lemonade mix box,lemonade_mix_box_3272.png,Blue
used paper card,used_paper_card_5179.png,Blue
empty plastic candy umbrella,empty_plastic_candy_umbrella_1714.png,Blue
ziploc bag,ziploc_bag_5358.png,Blue
food metal can,food_metal_can_2122.png,Blue
stretchy plastic bag,stretchy_plastic_bag_4996.png,Blue
parchment paper,parchment_paper_4093.png,Blue
clean glass container of bolognese sauce,clean_glass_container_of_Bolognese_sauce__799.png,Blue
dirty fries plastic container,Dirty_fries_plastic_container_1307.png,Blue
paper,paper_14.png,Blue
paper catalog,paper_catalog_3773.png,Blue
empty toilet paper roll,empty_toilet_paper_roll_1486.png,Blue
empty toilet paper roll,empty_toilet_paper_roll_1492.png,Blue
beverage glass bottle,beverage_glass_bottle_267.png,Blue
clean plastic laundry detergent bottle,clean_plastic_laundry_detergent_bottle_1041.png,Blue
flyer,flyer_2007.png,Blue
piece of instruction manual of a make up kit,piece_of_instruction_manual_of_a_make_up_kit_4139.png,Blue
coke metal can,coke_metal_can_1167.png,Blue
dirty hazelnut spread bottle,dirty_hazelnut_spread_bottle_1339.png,Blue
paper sheet with annotations,paper_sheet_with_annotations_3882.png,Blue
orange juice plastic jug,orange_juice_plastic_jug_3732.png,Blue
milk plastic gallon,milk_plastic_gallon_3560.png,Blue
plastic container,Plastic_container_4428.png,Blue
food can,food_can_2068.png,Blue
flyer,flyer_2013.png,Blue
cardboard smarties box,cardboard_smarties_box__669.png,Blue
plastic bottle of water,plastic_bottle_of_water_4245.png,Blue
book,book_326.png,Blue
cigarettes carton bag,cigarettes_carton_bag_751.png,Blue
plastic bottle,plastic bottle_67.png,Blue
hearts of palm clean metal can,hearts_of_palm_clean_metal_can_2644.png,Blue
plastic bottle,plastic_bottle_4241.png,Blue
dirty plastic ketchup container,dirty plastic ketchup container.png,Blue
roll on deodorant,roll_on_deodorant_4719.png,Blue
shampoo bottle,shampoo_bottle_4783.png,Blue
plastic and cardboard package,plastic and cardboard package_543534.png,Blue
coconut water carton bottle,coconut_water_carton_bottle_1107.png,Blue
flyer,flyer_1917.png,Blue
newspaper,newspaper_3641.png,Blue
take out plastic carton,take_out_plastic_carton_5023.png,Blue
letter packet,letter_packet_3309.png,Blue
used plastic bottle,used_plastic_bottle_5191.png,Blue
clean plastic sauce container,clean_plastic_sauce_container_933.png,Blue
powder milk can,powder_milk_can_4630.png,Blue
clean plastic cake tray,clean_plastic_cake_tray_876.png,Blue
paper enveloper,paper_enveloper_3791.png,Blue
clean aluminum foil disks,clean_aluminum_foil_disks_978.png,Blue
letter envelope,letter_envelope_3291.png,Blue
letter envelope,letter_envelope_3285.png,Blue
sticky notes,sticky_notes_4966.png,Blue
soda can,soda_can_4898.png,Blue
barbell clip,barbell_clip_127.png,Blue
vented paper egg carton,vented_paper_egg_carton_5209.png,Blue
napkins,napkins_4353465.png,Blue
metal pickle jar lid,metal_pickle_jar_lid_3525.png,Blue
piece of paper,piece_of_paper_4177.png,Blue
glass container,glass_container__2380.png,Blue
foil food wrapper,foil_food_wrapper_2024.png,Blue
glass bottle of beer,glass_bottle_of_beer_2236.png,Blue
plastic water bottle,plastic_water_bottle_4334.png,Blue
coffee grain glass container,coffee_grain_glass_container_1125.png,Blue
large paper cup,large_paper_cup_3258.png,Blue
front of clean paper fries packaging,front_of_clean_paper_fries_packaging_2177.png,Blue
flyer grocery,flyer_grocery_1910.png,Blue
piece of paper,piece_of_paper_4163.png,Blue
walmart receipt,Walmart_receipt_5234.png,Blue
foil food wrapper,foil_food_wrapper_2030.png,Blue
empty chocolate container,Empty_Chocolate_Container_1563.png,Blue
small plastic sauce cup,small_plastic_sauce_cup_4864.png,Blue
plastic mayonaise bottle,plastic_mayonaise_bottle_4499.png,Blue
magnaziom package,magnaziom_package_3382.png,Blue
glue gun package,glue_gun_package_2502.png,Blue
plastic container lid,plastic_container_lid_4443.png,Blue
foil food wrapper,foil_food_wrapper_2018.png,Blue
food sauce glass bottle,food_sauce_glass_bottle_2153.png,Blue
reciept,reciept_4677.png,Blue
cardboard piece,cardboard_piece_648.png,Blue
nasonex cardboard packaging,nasonex_cardboard_packaging_3628.png,Blue
shampoo bottle,shampoo_bottle_4768.png,Blue
plastic snack container,plastic snack container_1.png,Blue
ice cream pint,ice_cream_pint_2676.png,Blue
clean bread bag label off,clean_bread_bag_label_off_980.png,Blue
shampoo bottle,shampoo_bottle_4769.png,Blue
clean sparkling water bottle,clean_sparkling_water_bottle_1056.png,Blue
grocery plastic bag,grocery_plastic_bag_2553.png,Blue
paper wrap,paper wrap .png,Blue
foil food wrapper,foil_food_wrapper_2019.png,Blue
foil food wrapper,foil_food_wrapper_2031.png,Blue
piece of paper,piece_of_paper_4162.png,Blue
front of clean paper fries packaging,front_of_clean_paper_fries_packaging_2176.png,Blue
burger wrapper,burger_wrapper_413.png,Blue
crushed plastic jug,crushed_plastic_jug_1266.png,Blue
fancy wine bottle,fancy_wine_bottle_1884.png,Blue
plastic water bottle,plastic_water_bottle_4335.png,Blue
foil food wrapper,foil_food_wrapper_2025.png,Blue
empty toilet roll,Empty_Toilet_Roll_1785.png,Blue
letter envelope,letter_envelope_3284.png,Blue
a bottle of beer,a_bottle_of_beer_1.png,Blue
recyclable package,recyclable_package_4680.png,Blue
tart tin,tart_tin_5029.png,Blue
paper book,paper_book_3955.png,Blue
powder milk can,powder_milk_can_4631.png,Blue
glass beverage bottle,glass_beverage_bottle_2230.png,Blue
expired unused cheese,expired_unused_cheese_1862.png,Blue
cookies cardboard packaging,cookies_cardboard_packaging_1196.png,Blue
paper cup,paper cup_39.png,Blue
apple juice box,apple_juice_box_95.png,Blue
mail letter,mail_letter_3383.png,Blue
clean plastic sauce container,clean_plastic_sauce_container_932.png,Blue
paper bag,paper bag_93.png,Blue
beer can copy,beer_can_copy_242.png,Blue
bubly can,bubly_can_403.png,Blue
safeway store flyer,safeway_store_flyer_4732.png,Blue
book,book_327.png,Blue
softner plastic container,softner_plastic_container_4919.png,Blue
plastic bottle,plastic_bottle_4254.png,Blue
halls wrapper,halls_wrapper_2617.png,Blue
hearts of palm clean metal can,hearts_of_palm_clean_metal_can_2645.png,Blue
clean cooking oil plastic bottle,clean_cooking_oil_plastic_bottle_995.png,Blue
plastic bottle,plastic bottle_66.png,Blue
ziploc plastic bag,ziploc plastic bag.png,Blue
flyer,flyer_2012.png,Blue
clean paper food packaging,clean_paper_food_packaging_846.png,Blue
coke metal can,coke_metal_can_1166.png,Blue
flyer,flyer_2006.png,Blue
plastic container,plastic_container_4429.png,Blue
orange juice plastic jug,orange_juice_plastic_jug_3733.png,Blue
plastic bottle of some drink,plastic_bottle_of_some_drink_4243.png,Blue
aw wrapper,AW_wrapper__15.png,Blue
beverage glass bottle,beverage_glass_bottle_266.png,Blue
apple juice bottle,apple_juice_bottle_94.png,Blue
paper catalog,paper_catalog_3766.png,Blue
cardboard box,cardboard_box_492.png,Blue
crumpled grocery store flyer,crumpled_grocery_store_flyer_1240.png,Blue
paper catalog,paper_catalog_3772.png,Blue
paper map,paper_map_3857.png,Blue
ice tea plastic bottle,ice_tea_plastic_bottle_2666.png,Blue
stretchy plastic bag,Stretchy_plastic_bag_4997.png,Blue
food metal can,food_metal_can_2123.png,Blue
soap carton,soap_carton_4890.png,Blue
torn envelop,torn_envelop_5129.png,Blue
crumpled piece of paper,crumpled_piece_of_paper_1250.png,Blue
ziploc bag,ziploc_bag_5359.png,Blue
usb cable cardboard packaging,usb_cable_cardboard_packaging_5167.png,Blue
beer bottle,beer_bottle_152.png,Blue
plastic shopping bag,plastic_shopping_bag_4321.png,Blue
plastic bag,plastic bag_45.png,Blue
drink can,drink_can_1396.png,Blue
beer bottle,beer_bottle_146.png,Blue
metal can,metal_can_3435.png,Blue
pasta plastic packaging,pasta_plastic_packaging_4094.png,Blue
soft drink can,soft_drink_can_4909.png,Blue
cardboard egg carton,cardboard_egg_carton_535.png,Blue
restaurant take out paper bag,restaurant_take_out_paper_bag_4695.png,Blue
cardboard box of compostable bags,cardboard_box_of_compostable_bags_481.png,Blue
beer bottle,beer_bottle_191.png,Blue
plastic bottle,plastic bottle.png,Blue
plastic bread bag,plastic_bread_bag_4266.png,Blue
ice tea metal can,ice_tea_metal_can_2661.png,Blue
grocery store flyer,grocery_store_flyer_2558.png,Blue
lululemon tag,lululemon_tag_3340.png,Blue
glass bottle,glass_bottle_2342.png,Blue
crumpled take out food bag,crumpled_take_out_food_bag_1253.png,Blue
grocery store flyer,grocery_store_flyer_2570.png,Blue
bubble wrap,bubble_wrap_401.png,Blue
sheet of paper,sheet_of_paper_4808.png,Blue
beverage glass,beverage_glass_271.png,Blue
bubble tea cup,bubble_tea_cup_397.png,Blue
food foil wrapper,food_foil_wrapper__2076.png,Blue
glass bottle,glass_bottle_2356.png,Blue
plastic container,plastic container_30.png,Blue
pepsi paper cup,pepsi_paper_cup_4112.png,Blue
pill bottle,Pill_bottle_4203.png,Blue
paper cup,paper cup_1.png,Blue
medicine bottle,medicine_bottle_3401.png,Blue
corona beer bottle,corona_beer_bottle_1210.png,Blue
aluminum can,aluminum_can_73.png,Blue
glass jar,Glass_jar_2484.png,Blue
egg case,Egg_Case_1455.png,Blue
vitamin box,vitamin_box_5218.png,Blue
aquafina bottle,aquafina_bottle_97.png,Blue
bread plastic bag,bread_plastic_bag_374.png,Blue
plastic container,plastic container_18.png,Blue
empty and clean metal can,empty_and_clean_metal_can_1460.png,Blue
cardboard cup holder,cardboard cup holder_41.png,Blue
